area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,price
1250,2,1,2,0,0,1,261702.9541040532
3135,1,3,1,2,0,1,539924.5078352425
1453,4,3,2,0,1,0,357611.64506139467
3039,4,2,1,2,1,0,548489.3311854026
3460,3,3,1,3,1,0,643846.6642833633
2042,2,2,2,3,1,1,387659.9679149812
1697,2,2,2,0,0,1,366225.1306741113
2176,2,2,3,1,0,0,430802.62831159425
1691,4,3,3,2,1,0,371090.5072894297
2717,3,1,2,2,1,1,519240.80417434004
1916,1,2,1,0,1,1,372079.6098234404
3493,4,1,1,2,1,1,640010.821525853
3342,3,1,1,2,1,1,526660.2732855938
3181,3,3,1,1,0,0,570537.0289858168
1717,1,1,1,1,0,1,308395.97538611485
2040,1,1,3,0,0,1,366421.46561886906
2576,1,3,2,1,1,1,472766.92866795795
1945,2,2,3,0,1,1,379706.2255902905
2886,1,1,1,3,1,0,513562.8061059616
2019,3,3,1,0,1,0,397639.46747386747
1888,1,1,1,3,0,1,337538.12887464726
2356,3,1,1,0,0,1,431187.6202967124
1865,4,2,2,2,1,0,388110.52356823743
999,2,1,1,1,0,0,205121.3685470676
2180,4,3,2,3,0,1,476340.74217622454
1010,4,1,1,0,1,1,217810.38574900705
716,3,2,2,1,1,0,162085.79323197514
1824,4,2,3,0,1,0,373047.27021981595
1655,3,3,1,1,1,0,341540.8668991393
2327,1,2,2,1,1,0,428480.5805891438
2310,1,1,3,0,1,0,404646.3182932392
2992,3,2,1,3,0,0,540902.3848794511
3423,1,3,1,3,0,1,637542.3336054314
1705,2,2,1,2,1,0,343780.2863775402
2714,4,2,2,1,0,0,511646.30602102936
590,2,2,2,2,1,0,165909.37184555133
1213,4,3,3,2,1,0,274244.85820985393
2381,1,2,2,0,1,1,376187.7682574051
538,2,2,2,0,1,1,145326.38835728564
672,1,1,1,0,0,0,79192.56688069762
1152,4,3,1,1,1,1,287070.98050038546
1253,3,2,1,0,0,1,247293.66031150293
1743,3,3,1,0,1,1,324182.50267049513
1581,2,2,1,1,1,1,311767.4823989725
2183,1,2,1,1,1,1,374677.3561271639
3023,1,2,1,3,0,1,524465.5250730154
955,2,1,3,0,1,0,223402.52659645007
1328,3,1,3,0,1,0,261163.31674023118
1394,4,1,3,0,1,0,290354.3763781935
1884,2,3,3,3,0,0,381897.9150767644
2458,4,3,1,0,0,0,424559.1557291515
2934,3,1,3,3,0,1,530396.1504575403
2496,1,3,1,2,1,0,419779.6270384121
2895,3,2,3,3,0,0,538564.3395910574
689,2,2,2,2,1,1,179646.726747436
1004,1,2,3,0,0,1,184869.1453191153
1714,2,1,3,2,0,0,311500.52801718353
2031,2,3,1,3,1,1,387896.5083761311
1323,3,1,3,1,0,1,295820.41766773886
1428,2,3,2,2,1,1,314666.0939857159
1433,3,2,1,2,1,1,282824.45084869734
1640,1,1,1,0,0,0,308981.32574400975
633,3,3,3,3,1,1,227479.80803021116
2605,1,3,1,2,1,0,458023.55262840673
1184,3,2,1,2,0,0,218523.31628609955
3219,4,1,1,2,0,1,549358.1284103962
2720,4,1,1,2,1,1,488589.7383068466
2352,2,1,1,1,0,1,410180.6466290051
1314,3,2,1,3,1,0,296245.1301931931
1672,3,1,2,0,1,1,339931.6419082147
579,1,2,3,0,0,1,117620.65138322905
3433,2,2,2,1,0,1,589120.0964232648
702,3,2,1,3,0,1,184107.68349503577
3311,2,3,1,2,0,1,629209.5455233976
1752,4,1,3,1,1,0,355093.8887819274
2199,3,1,2,3,1,1,405396.9360307726
1750,3,2,3,2,0,1,357707.3771343383
2182,2,2,2,1,0,1,397128.6342397847
2055,3,1,1,3,1,0,343469.2138569797
2594,2,2,3,0,1,1,480266.08926835674
1756,3,1,3,0,1,0,333188.83818642836
2049,1,3,1,3,1,0,385816.17569678964
1666,2,2,3,0,0,1,305428.62932218885
1896,3,1,2,3,1,1,350521.7153957553
3203,4,2,2,2,1,1,603027.6466815129
970,3,1,2,3,0,0,240669.13312885648
1535,4,1,2,2,1,0,326611.9721087447
1853,4,2,1,1,1,0,328734.0479888073
3283,1,3,3,3,0,0,587111.2671852264
3331,2,1,2,1,0,0,516731.2689732663
1467,3,1,1,0,0,0,256826.4873034347
857,1,1,3,2,1,1,216861.16897514483
1167,3,3,3,3,1,1,308201.96963408985
872,4,3,1,1,0,0,228939.3472906694
1531,2,2,1,2,0,1,322908.05307839566
1645,3,3,2,2,1,1,364950.3029481585
1871,3,2,3,0,0,0,318269.6154991824
3223,4,2,3,0,0,0,564059.3830748728
589,3,3,1,2,0,1,176517.83084537878
3245,3,2,3,2,1,0,581575.1654646125
1039,4,3,2,3,1,0,260507.2964979522
3279,1,2,3,2,1,1,554246.8773307281
1368,4,3,1,3,1,0,362214.89938918635
540,1,3,1,2,1,1,152225.10349588437
1239,2,2,2,0,1,1,307882.0410674891
2446,1,1,2,3,0,1,402074.19190487894
3049,1,2,3,1,1,1,548491.2013751802
1724,2,3,3,0,1,1,358192.8283277974
1428,1,1,1,3,0,0,240761.0094586988
2536,4,2,2,3,1,0,476048.85780358635
3008,1,2,2,1,1,0,515897.3986127806
3279,2,2,2,3,0,0,549967.6676566775
3299,4,1,3,2,0,1,580727.1881192914
1424,2,3,2,1,0,1,248301.95149218768
3456,2,2,1,0,1,0,594630.3198053748
2081,3,2,1,0,0,1,403693.0334824559
889,3,2,3,2,1,0,240437.27414997318
2117,2,2,3,0,1,0,440835.1625587556
3430,2,2,2,3,1,0,613141.9245519979
755,2,3,3,3,1,1,246106.1927755512
1208,3,3,1,2,0,1,294967.2566502022
2338,3,2,2,0,0,1,370679.7328682873
2444,1,1,1,0,1,1,420073.4639749913
2997,1,3,2,2,0,0,493891.30099366436
509,2,1,3,1,1,1,128731.9309685839
3371,4,3,2,0,1,1,592510.5345639617
1297,4,2,2,1,1,1,288295.68399965245
1376,3,3,1,0,0,0,293409.1992147539
1528,3,2,1,0,1,0,309879.7965001341
1515,3,3,2,0,1,1,323998.37234364805
2324,2,2,3,0,0,1,436053.6688241192
873,4,2,3,3,0,1,254619.72643184205
2693,1,2,1,1,0,1,464802.4837846669
723,2,2,3,1,0,0,146959.90427850428
1762,1,1,1,0,1,1,294513.3442128655
2724,1,2,3,0,0,1,472126.556678853
2302,2,1,2,1,1,1,427969.05766282167
1352,1,1,1,3,0,0,221228.40684552028
562,4,2,1,2,0,0,166073.0962044944
1740,1,1,2,2,0,1,282687.51087221096
3374,4,3,1,1,0,1,620618.3597143856
3342,4,2,3,0,0,1,599146.9455672945
1188,4,1,3,0,0,1,232277.27928088114
1984,3,2,1,3,1,1,362545.42924391414
2133,1,2,3,2,0,0,395698.63743168523
2652,2,2,1,3,0,0,492295.97829126334
1010,2,1,2,2,0,0,187564.28325101305
884,1,3,1,1,0,1,212332.08217232153
904,3,3,2,2,1,0,226755.2456394434
3370,3,1,3,3,0,0,602963.8820538578
1017,4,2,2,3,0,0,261213.81820730626
975,1,1,3,3,0,1,215355.9968296488
2500,1,1,1,1,0,1,378312.17387438833
3256,2,1,3,2,1,0,578023.7130024823
2168,1,2,1,2,0,1,392240.3854199373
2393,3,1,1,3,1,0,442158.59506389004
3318,1,2,2,2,0,0,561613.4812646196
1960,2,1,2,0,1,0,334424.2622333578
3224,4,3,2,0,1,0,607259.2554203823
1213,2,1,2,0,0,1,252912.7944163327
582,2,1,3,2,0,1,136791.5444631067
1668,4,3,3,1,1,1,396485.90021035506
3004,2,2,3,1,1,1,541233.3886927078
2401,2,2,1,1,0,0,419732.73906290345
2548,1,1,3,1,1,1,444672.8932716263
550,1,3,3,0,1,0,160940.13206829887
1184,4,2,3,0,1,1,308017.9837661954
1216,1,1,2,3,0,1,261061.4996919703
1969,1,3,3,2,1,1,410586.9416727883
948,2,2,1,2,1,0,217891.28705090756
1380,3,2,2,1,1,0,309783.43447068793
987,1,3,1,0,0,0,185363.73851918857
2323,3,3,3,1,0,0,455118.8595699613
2581,1,3,2,3,1,1,476080.2393606207
2642,1,3,1,2,0,0,419103.90025183355
2074,4,1,3,2,1,0,375377.9668235607
2701,4,3,1,1,0,1,485890.4243982156
749,4,2,1,3,0,1,212653.0796869742
1173,3,2,1,2,1,0,244708.40423332062
937,2,1,3,3,0,1,204727.66525230583
2665,1,2,3,3,0,0,488015.21843749686
1270,1,2,1,1,0,1,231399.75761100627
767,1,3,2,0,1,0,213666.1448406882
2484,3,2,2,1,0,0,470902.4747964027
1577,4,1,3,0,0,0,312987.62641142635
735,2,3,3,3,1,0,230319.22903316657
888,3,3,3,0,0,0,235544.80908712765
1262,4,1,3,3,0,1,280386.69448081194
2348,3,3,3,2,0,0,469432.6932594429
2948,2,3,2,2,0,0,544378.0411078106
1123,4,1,3,2,0,0,235401.295384192
3314,3,3,1,1,1,0,589170.9727664149
3466,2,1,1,1,1,0,577750.0764515233
1752,1,1,2,3,0,1,337792.3893490141
3400,2,2,1,2,0,1,568122.8329910133
1077,1,2,2,1,0,0,204594.79334447143
2622,3,3,2,2,1,1,503679.99320622307
934,4,3,1,1,1,0,262727.1844650715
2650,4,1,3,0,0,1,454512.4576918013
1263,3,3,1,0,0,1,247953.87693325744
3285,4,1,1,2,1,0,562339.9018405882
3353,4,1,2,3,0,1,584098.458558369
1829,1,3,1,1,1,1,313038.3439512497
2645,3,1,2,1,1,0,499713.905738303
3345,2,2,3,0,0,0,567143.8681730177
1858,1,3,3,0,1,1,358097.9095164006
3406,3,2,3,3,0,1,641352.7507607084
2982,1,3,1,3,0,1,535655.8699024762
946,2,1,2,3,0,0,194191.56245333303
2517,2,3,3,2,0,1,475842.1569061631
1831,3,2,2,0,0,1,348815.2573524704
748,2,1,2,2,0,1,204167.01713858554
665,1,3,3,0,1,0,176401.51596632815
1858,2,3,3,0,1,0,339858.8091628358
1519,1,3,2,1,1,0,267305.5178638941
1041,1,2,3,0,1,0,253653.22694813376
1258,2,2,2,0,0,1,237927.7060447474
2628,3,3,2,2,1,0,509604.2331126662
2680,4,1,3,0,1,1,494435.26861430105
1296,2,1,1,2,1,1,251066.90424243486
3447,1,2,3,3,0,1,589853.0516599375
637,1,1,1,0,1,1,172217.55763059066
2731,2,2,2,0,0,0,440688.7314271375
1853,3,3,2,2,1,0,372220.89538488147
3332,3,2,1,3,0,0,594931.315213674
2375,1,2,2,1,0,0,385587.0998310749
568,1,3,1,3,1,0,190545.6561555517
3093,3,1,1,2,0,1,546794.9943150725
2600,4,2,2,3,0,0,490435.91370264674
1973,2,2,1,2,1,0,357886.8619145146
704,1,3,3,2,1,0,167368.67689632086
2673,1,1,3,1,1,0,476090.9178826814
542,3,2,2,0,0,1,211272.89868967774
2406,2,3,2,2,0,1,450817.85071833717
2658,3,2,1,2,0,1,439179.091785362
1260,2,3,1,1,1,1,282150.32980253495
3395,2,1,1,2,0,1,581455.259428024
2642,2,1,1,0,0,0,417942.9513620813
2494,1,1,3,1,0,1,417189.7614782121
2435,4,1,3,0,0,1,431302.4354250742
1399,3,2,2,0,0,1,274222.72266272624
859,4,2,1,1,0,0,202406.73771443908
3447,3,1,1,2,0,0,559831.9778301299
2219,2,1,2,0,1,1,371133.2451729555
780,1,1,1,0,1,0,160487.50771350035
2387,4,2,1,0,1,0,436396.759202726
1166,1,1,1,0,0,1,201175.16459766368
592,3,1,1,1,0,0,145463.79433443028
1171,1,1,1,1,1,0,190246.4858888311
2469,1,3,2,3,0,0,452614.0584599352
560,4,1,1,3,1,1,165686.23599420875
3181,2,3,2,0,0,1,558939.7893622556
1528,1,3,1,2,0,1,306192.98210837936
1989,2,1,3,0,1,0,386973.02556572354
1103,3,3,3,2,1,1,282509.08833977825
1181,1,1,3,0,1,0,254484.37660108652
3081,4,2,3,3,1,0,568711.7371773982
1928,3,2,2,3,1,0,378716.44973271154
3385,3,2,2,2,0,1,590931.4365435265
3192,4,2,1,0,0,1,571282.4980135643
2780,1,3,3,2,0,1,514619.1815404583
1023,1,1,2,3,1,1,224151.43759723587
2893,3,1,1,0,1,0,469395.29316790955
3093,1,1,1,0,1,1,521211.1835153265
2468,2,2,2,2,1,0,432971.90730434057
1601,4,2,3,1,1,1,329832.0521240056
2253,2,1,1,2,1,1,380180.29820124636
2336,1,2,3,3,0,1,426736.6257839593
3341,3,1,3,3,0,0,606384.4859694138
2796,4,1,3,3,0,0,491092.7891123957
2594,1,1,1,3,0,0,467671.51906348177
1644,1,1,3,3,0,0,325796.20444907143
2761,3,1,1,1,1,0,449857.95873498754
2786,3,1,3,0,1,1,491244.49635643355
1579,2,1,1,2,1,0,276044.9946601839
2897,4,2,3,2,1,0,555849.1091547143
606,4,1,2,3,1,0,164136.7330465918
3378,3,1,3,2,1,0,560277.6104588764
547,2,2,3,3,0,1,163535.48446525823
836,4,2,1,1,1,0,235787.88147392517
1549,3,2,1,1,1,1,310499.6755231489
3351,1,1,3,0,1,1,571618.8772671337
1780,4,3,2,1,1,1,387744.6219509408
2555,2,3,2,1,0,0,430004.48814517853
1124,2,2,1,0,0,1,207612.5174569069
2390,2,3,2,2,1,0,450629.28374395194
1776,1,2,3,3,0,0,328252.9003268922
2215,4,1,1,3,0,0,441339.09100788314
3266,4,3,3,2,1,0,585333.5520983821
802,1,1,1,0,1,0,142114.797935343
1138,4,3,1,2,1,1,285510.88518959493
555,1,1,1,1,1,1,120692.13324433421
1225,1,3,1,0,1,0,189913.34802099585
1025,1,1,2,0,0,1,235443.62458827635
973,2,1,3,0,1,0,190463.89227547025
527,4,3,3,3,1,1,220267.8544536361
2625,1,1,3,2,1,1,439682.17657551693
864,4,1,1,0,0,1,177339.30185834022
3213,2,1,2,0,1,1,512491.3399463752
1025,1,3,3,0,1,1,223926.1319947384
3246,3,3,2,2,1,0,576014.3636510291
1835,2,1,1,3,0,0,327598.68645310204
1382,3,1,3,1,1,1,285848.62315247103
1530,4,3,2,3,1,0,317669.6034607234
1526,4,3,1,0,1,1,317422.0034331215
2146,2,1,2,3,0,0,413840.21333549614
1418,4,1,3,3,1,1,345267.81090823625
3297,3,1,3,1,1,1,589663.7405782938
2910,1,2,1,2,1,1,516761.98493480345
2274,1,3,1,2,0,0,446316.45602270693
2031,1,2,1,3,1,0,383074.95319176995
3353,2,3,2,3,1,1,617833.797210751
3286,4,3,2,2,1,1,578608.3394777292
2406,3,3,2,2,0,0,430647.38877523725
1715,4,3,1,1,0,0,345596.19365997595
2154,4,3,3,0,1,0,416951.15549851506
984,4,3,3,3,0,0,242640.89425953655
2575,1,3,2,2,0,0,440600.819035355
1213,3,2,2,3,0,1,243478.58715637744
1562,3,1,3,3,1,0,309472.310278359
2476,4,1,3,2,1,1,479188.711096218
1796,1,2,2,1,0,1,365326.4785296937
1754,1,2,2,3,0,0,344039.64365427237
2633,3,2,3,1,0,0,490673.1097007887
625,1,2,1,2,1,1,128279.33231203188
3359,1,3,2,0,1,0,578235.9341004404
1036,1,1,3,0,0,1,205060.8019340572
2692,2,3,3,3,0,0,504614.82193902356
2572,4,1,3,2,0,0,464586.2506104508
2103,3,1,3,1,0,0,419691.53482029337
566,3,2,1,3,1,1,177955.51032595645
732,2,3,3,2,0,0,202804.46709873746
2656,4,2,2,2,1,1,464151.195503063
1669,3,3,1,1,0,0,327216.48636111355
2658,1,1,3,3,0,1,487685.18700061267
2775,3,2,1,2,0,0,499361.5121628207
610,1,2,2,2,0,1,113388.18120513784
1993,2,1,3,2,0,1,360956.49853707553
2581,1,1,2,1,1,1,479787.9893472601
1122,3,1,3,3,0,1,251287.1855943695
3295,3,2,3,3,0,1,598698.3196542226
3142,3,3,3,3,0,1,613680.185745746
2972,2,2,3,3,1,0,535707.7171690619
3160,2,3,3,0,1,1,584820.597199158
2041,4,2,1,0,1,1,401377.91754316725
3239,3,2,3,3,1,1,606352.9772702078
1805,1,1,3,1,0,0,329334.3131366694
2261,2,3,1,0,0,0,392197.40242970426
2475,3,2,1,2,0,0,434294.0489715466
2862,3,2,1,0,1,1,489208.4763926335
1376,2,1,1,2,0,0,223605.81762259422
2489,4,1,1,3,0,0,473240.5982135329
1812,2,3,1,0,1,1,351001.6593376242
1960,2,2,3,1,1,1,405883.20365048916
3209,1,3,3,0,1,0,592657.453491693
2824,1,2,2,0,0,1,479668.3496181909
2233,4,3,3,0,0,1,413680.2173661875
2105,3,1,3,3,1,1,407826.23708295065
2026,2,2,1,1,0,1,352477.1278647376
3171,4,3,1,0,1,0,530046.9908189003
3063,1,1,3,1,1,1,515415.42190142244
3390,2,1,2,3,0,0,570069.2557587097
2897,3,3,1,2,1,0,515683.5120847069
2130,1,2,3,0,1,0,372069.09826097026
3370,1,2,3,1,1,0,552949.2835573409
1660,1,1,2,1,0,1,300918.4429670856
1258,4,2,2,3,1,1,336085.3856643248
3446,3,2,1,0,1,1,619472.477761023
742,2,2,2,2,1,0,204372.5377597393
3090,4,1,3,1,1,0,568008.1823786208
1563,4,3,3,0,1,0,341797.1371148175
728,4,2,2,2,1,1,178109.73641425918
3095,1,1,2,1,1,0,509861.366210786
1419,3,1,2,1,0,1,261464.446253357
1746,4,3,2,2,0,1,371993.9349869065
505,2,2,1,2,1,1,177414.2940787751
967,3,2,2,3,0,1,274518.1918049692
2255,2,3,1,0,0,0,403542.42062361067
574,3,3,3,0,1,1,157756.87325645288
503,2,1,2,3,0,0,139703.52100323956
2370,1,1,1,1,1,1,407297.12325826765
1145,4,3,2,2,1,0,297326.877410524
617,2,2,3,2,1,0,180166.0889919834
3428,3,1,3,2,1,1,606530.3654792137
2129,4,1,3,1,1,1,402708.78484225884
3051,4,2,2,2,0,1,546411.9603378224
2521,3,1,2,2,1,0,466414.64853630366
1446,2,2,1,3,0,1,248730.32567713
3121,1,2,3,1,1,1,539804.2286867235
